מזהה,SettlementName,SettlementCode,District,SubDistrict,NaturalArea,MunicipalStatus,Metropolin,SettlementReligion,pop2013,JewsAndOthers,Jews,Arabs,FoundationYear,SettlementForm,Organization,AvarageHeight,EnglishName,PlanningCommittee,PoliceZone,X_ITM,Y_ITM,X_GEO,Y_GEO,yesod
560,כפר אביב,857,4,44,441,32,143,1,759,0.8,0.8,,1951,310,10,45,Kefar Aviv,456,5230,173690,637710,34.7209943213341,31.8312644816457,-596944800000
561,כפר אדומים,3638,7,74,,73,445,1,3722,3.7,3.7,,1979,190,,279,Kefar Adummim,711,4355,232710,636180,35.3444210835672,31.8183075533642,286668000000
562,כפר אוריה,364,1,11,112,26,444,1,895,0.9,0.9,,1944,310,1,203,Kefar Uriyya,151,7004,195030,633420,34.9465197238128,31.7932327829261,-817869600000
563,כפר אחים,690,6,61,611,33,143,1,785,0.8,0.8,,1949,310,1,54,Kefar Ahim,616,3830,177050,628080,34.7569045290349,31.7445498672013,-660016800000
564,כפר ביאליק,220,3,31,311,12,222,1,837,0.8,0.8,,1934,310,,10,Kefar Bialik,301,1160,208400,747400,35.0863682509154,32.8212706921193,-1133402400000
565,"כפר ביל""ו",177,4,44,441,30,143,1,1240,1.2,1.2,,1932,310,1,63,Kefar Bilu,426,5230,183610,642270,34.8256119258545,31.8727419819978,-1196560800000
566,כפר בלום,357,2,21,211,1,,1,597,0.6,0.6,,1943,330,15,76,Kefar Blum,253,1210,257260,786410,35.6097417275039,33.1724066947153,-849405600000
567,כפר בן נון,2010,4,43,432,30,143,1,635,0.6,0.6,,1952,310,10,148,Kefar Bin Nun,426,5220,195100,641040,34.9470682891398,31.8619533366983,-565408800000
568,כפר ברא,633,4,42,422,99,142,2,3199,,,3.2,,290,,111,Kafar Bara,451,5150,197390,670860,34.9705848492478,32.1309175078106,-2206318840000
569,כפר ברוך,132,2,23,234,9,,1,496,0.5,0.5,,1926,310,1,56,Kefar Barukh,254,1440,218180,727980,35.1908347246264,32.6462145879384,-1385863200000
570,כפר גדעון,106,2,23,234,9,,1,298,0.3,0.3,,1923,310,19,90,Kefar Gid'on,254,1420,227600,727740,35.2912316970409,32.6440211715491,-1480557600000
571,כפר גלים,427,3,31,311,15,223,1,297,0.3,0.2,,1952,340,,18,Kefar Gallim,399,1182,196450,741280,34.9589074628948,32.7659020549083,-565408800000
572,כפר גליקסון,310,3,32,324,14,,1,283,0.3,0.3,,1939,330,6,62,Kefar Glikson,351,1181,200650,712390,35.0043115475958,32.5054769570082,-975636000000
573,כפר גלעדי,76,2,21,211,1,,1,639,0.6,0.6,,1916,330,15,313,Kefar Gil'adi,253,1210,253960,794160,35.5746562433431,33.242392173945,-1701483640000
574,כפר דניאל,707,4,43,431,25,142,1,713,0.7,0.7,,1949,320,15,96,Kefar Daniyyel,424,5280,193730,649010,34.9323806020101,31.9337977886626,-660016800000
575,כפר האורנים,3796,7,74,,73,,1,2667,2.7,2.7,,1998,190,,300,Kefar HaOranim,711,4354,203680,647390,35.0376281252041,31.9193701063817,886284000000
576,כפר החורש,192,2,23,237,9,,1,573,0.6,0.6,,1933,330,15,402,Kefar HaHoresh,254,1440,225870,734050,35.2728370488798,32.7009306416882,-1164938400000
577,כפר המכבי,254,3,31,311,12,222,1,355,0.4,0.4,,1936,330,15,28,Kefar HaMakkabbi,301,1160,211180,743930,35.1160865857837,32.7900064133613,-1070330400000
578,כפר הנגיד,582,4,44,442,27,143,1,1216,1.2,1.2,,1949,310,1,20,Kefar HaNagid,456,5230,176410,643940,34.7494498730288,31.8875525878126,-660016800000
579,כפר הנוער הדתי,890,3,31,311,12,222,1,359,0.4,0.3,,1937,340,,45,Kefar HaNo'ar Hadati,301,1160,209490,738720,35.098101381397,32.7430139157614,-1038708000000
580,כפר הנשיא,443,2,21,213,1,,1,804,0.8,0.8,,1948,330,15,265,Kefar HaNasi,253,1220,256750,764480,35.6033805488987,32.9746961438189,-691639200000
581,כפר הס,187,4,41,411,18,141,1,1553,1.6,1.5,,1933,310,1,74,Kefar Hess,412,5120,194030,683700,34.9346355331853,32.2466343434886,-1164938400000
582,"כפר הרא""ה",217,4,41,411,16,141,1,1259,1.3,1.3,,1934,310,2,23,Kefar HaRo'e,409,5120,191920,699670,34.9117835968211,32.390594401971,-1133402400000
583,"כפר הרי""ף",888,6,61,611,35,,1,813,0.8,0.8,,1956,310,10,70,Kefar Harif,632,3830,180440,628180,34.7926759005428,31.7455722913238,-439178400000
584,כפר ויתקין,190,4,41,411,16,141,1,2023,2,2,,1933,191,,14,Kefar Vitkin,409,5120,188730,698670,34.8779133809558,32.3814937489778,-1164938400000
585,כפר ורבורג,320,6,61,611,33,143,1,1057,1.1,1,,1939,310,1,54,Kefar Warburg,616,3830,174160,625260,34.7265364847857,31.719007908651,-975636000000
586,כפר ורדים,1263,2,24,243,99,,1,5636,5.6,5.4,,1984,180,,533,Kefar Weradim,255,1320,225520,766770,35.2693188886938,32.9959647411286,444434400000
587,כפר זוהרים,1325,1,11,112,26,,,,,,,,510,,301,Kefar Zoharim                                     ,151,7004,192930,614360,34.924862049192,31.6212951841086,-2206318840000
588,כפר זיתים,786,2,22,222,3,,1,677,0.7,0.7,,1950,310,1,51,Kefar Zetim,206,1240,243760,746330,35.4639462426563,32.8114092318809,-628480800000
589,"כפר חב""ד",696,4,43,432,40,133,1,5525,5.5,5.5,,1949,180,,40,Kefar Habad,425,5210,185990,655270,34.8503144133989,31.990048679835,-660016800000
590,כפר חושן,609,2,21,212,2,,1,700,0.7,0.7,,1949,310,1,736,Kefar Hoshen,209,1230,241480,768570,35.4401320382394,33.01198901216,-660016800000
591,כפר חיטים,255,2,22,222,3,,1,623,0.6,0.6,,1936,320,1,31,Kefar Hittim,206,1240,247410,745170,35.5028846012123,32.8008628712325,-1070330400000
592,כפר חיים,193,4,41,411,16,141,1,594,0.6,0.6,,1933,310,1,13,Kefar Hayyim,409,5120,190750,695820,34.8994656626119,32.3558478027844,-1164938400000
593,כפר חנניה,1297,2,21,212,2,,1,637,0.6,0.6,,1990,370,2,326,Kefar Hananya,209,1310,239920,757810,35.4231980123547,32.915000292133,633823200000
594,כפר חסידים א',112,3,31,311,12,222,1,774,0.8,0.8,,1924,310,19,14,Kefar Hasidim Alef,301,1160,208970,739550,35.092543853814,32.7504932052649,-1449021600000
595,כפר חסידים ב',889,3,31,311,12,222,1,234,0.2,0.2,,1950,350,,17,Kefar Hasidim Bet,301,1160,208490,739790,35.0874192053804,32.7526526094624,-628480800000
596,כפר חרוב,4004,2,29,294,71,,1,328,0.3,0.3,,1974,330,15,311,Kefar Haruv,219,1270,262400,740920,35.6627247552544,32.7620582509908,128901600000
597,כפר טרומן,673,4,43,432,25,142,1,843,0.8,0.8,,1949,310,1,56,Kefar Truman,424,5160,192950,654160,34.9239910875034,31.9802228060197,-660016800000
598,כפר יאסיף,507,2,24,245,99,,2,9267,,,9.3,,280,,58,Kafar Yasif,252,1330,215600,762120,35.163195116747,32.954047176161,-2206318840000
599,כפר ידידיה,233,4,41,411,16,141,1,752,0.8,0.7,,1935,310,1,24,Kefar Yedidya,409,5120,190660,694680,34.8985441210438,32.3455655765927,-1101866400000
600,כפר יהושע,140,2,23,235,9,,1,1080,1.1,1.1,,1927,310,1,47,Kefar Yehoshua,254,1440,214570,731960,35.1523382648091,32.6820927575259,-1354327200000
601,כפר יונה,168,4,41,411,99,141,1,20546,20.5,20.1,,1932,160,,42,Kefar Yona,457,5120,193790,691330,34.9318832279234,32.3154331095594,-1196560800000
602,כפר יחזקאל,85,2,23,232,8,,1,1091,1.1,1.1,,1921,310,1,5,Kefar Yehezqel,204,1420,234040,719220,35.359735216384,32.5671284226422,-1543629600000
603,כפר יעבץ,170,4,41,411,18,141,1,635,0.6,0.6,,1932,310,2,49,Kefar Ya'bez,412,5120,196940,686790,34.9654407017499,32.274561015054,-1196560800000
604,כפר כמא,508,2,22,222,99,,2,3117,,,3.1,,290,,209,Kafar Kama,251,1240,241580,736370,35.4404318413149,32.7216467808594,-2206318840000
605,כפר כנא,509,2,25,237,99,,2,20516,,,20.5,,260,,229,Kafar Kanna,257,1410,232360,739120,35.3421202799921,32.7465901435905,-2206318840000
606,כפר מונש,387,4,41,411,16,141,1,949,0.9,0.9,,1946,310,1,17,Kefar Monash,409,5120,192310,694880,34.9160655968859,32.3474103507153,-754711200000
607,כפר מימון,1095,6,62,621,39,,1,277,0.3,0.3,,1959,310,2,99,Kefar Maymon,653,3482,155830,593600,34.5351974156509,31.4326240874363,-344484000000
608,"כפר מל""ל",98,4,42,421,20,131,1,335,0.3,0.3,,1922,310,1,63,Kefar Malal,417,5140,190180,674990,34.8940499579845,32.1679966449646,-1512093600000
609,כפר מנדא,510,2,24,241,99,,2,17714,,,17.7,,270,,179,Kafar Manda,261,1360,224680,746160,35.2602142739314,32.8101329098165,-2206318840000
610,כפר מנחם,274,6,61,611,35,,1,1242,1.2,1.2,,1937,330,15,110,Kefar Menahem,632,3830,184250,626410,34.8329479420479,31.7297335016133,-1038708000000
611,כפר מסריק,297,2,24,246,4,241,1,730,0.7,0.7,,1938,330,15,4,Kefar Masaryk,201,1330,209700,755060,35.1001701015451,32.8903521134468,-1007172000000
612,כפר מצר,512,2,25,233,66,,2,2538,,,2.5,,290,,111,Kafar Misr,251,1420,239860,727910,35.4218996818068,32.645395710344,-2206318840000
613,כפר מרדכי,764,4,44,441,32,143,1,612,0.6,0.6,,1950,310,10,41,Kefar Mordekhay,456,5230,176940,637690,34.7553249645565,31.8312099066921,-628480800000
614,כפר נטר,316,4,41,411,19,141,1,1114,1.1,1.1,,1939,310,10,24,Kefar Netter,401,5120,188110,686920,34.8717125399166,32.275521198649,-975636000000
615,כפר סאלד,345,2,21,211,1,,1,561,0.6,0.5,,1942,330,15,122,Kefar Szold,253,1210,261750,789000,35.6579993373762,33.1955924168544,-880945200000
616,כפר סבא,6900,4,42,421,0,131,1,91664,91.5,88.4,,1903,150,,52,Kefar Sava,405,5140,191950,676400,34.9127747747823,32.1807562810159,-2111710840000
617,כפר סילבר,107,6,61,614,36,,1,237,0.2,0.2,,1957,340,,55,Kefar Silver,633,3830,163250,620220,34.6117237750485,31.6730736020041,-407556000000
618,כפר סירקין,249,4,42,422,20,142,1,1262,1.3,1.3,,1936,310,,41,Kefar Sirkin,417,5130,193010,664930,34.9243305121866,32.0773474896031,-1070330400000
619,כפר עבודה,875,4,41,411,18,141,1,285,0.3,0.3,,1942,340,,70,Kefar Avoda,412,5140,194610,684780,34.9407617964273,32.2563863847343,-880945200000
620,כפר עזה,845,6,61,614,37,,1,669,0.7,0.7,,1951,330,15,89,Kefar Azza,653,3840,155550,599250,34.531888457365,31.4835617250915,-596944800000
621,כפר עציון,3488,7,76,,76,445,1,1022,1,1,,1967,330,3,934,Kefar Ezyon,714,4352,210990,617490,35.1151788248239,31.6497981625857,-92023200000
622,כפר פינס,189,3,32,324,14,,1,955,1,1,,1933,310,2,60,Kefar Pines,351,1180,200460,709990,35.002338071749,32.4838321279952,-1164938400000
623,כפר קאסם,634,4,42,422,0,142,2,21036,,,21,,260,,81,Kafar Qasem,451,5150,197750,669070,34.9744404856241,32.1147825490311,-2206318840000
624,כפר קיש,388,2,22,222,3,,1,482,0.5,0.5,,1946,310,1,86,Kefar Kisch,206,1420,242400,730290,35.4490291676808,32.6668065292763,-754711200000
625,כפר קרע,654,3,32,323,99,,2,17141,,,17.1,,270,,109,Kafar Qara,354,1450,205130,712420,35.0519845523552,32.5058142569025,-2206318840000
626,כפר ראש הנקרה,579,2,24,245,4,,1,1256,1.3,1.2,,1949,330,15,33,Kefar Rosh HaNiqra,201,1350,210980,776770,35.1136496074535,33.0861145938772,-660016800000
627,כפר רוזנואלד (זרעית),1130,2,24,244,52,,1,244,0.2,0.2,,1967,310,1,618,Kefar Rozenwald(Zarit),255,1350,227290,778310,35.2883563973002,33.1000048128858,-92023200000
628,כפר רופין,295,2,23,231,7,,1,430,0.4,0.4,,1938,330,15,-247,Kefar Ruppin,202,1430,252580,707080,35.5567327453089,32.4572606795872,-1007172000000
629,כפר רות,1166,4,43,431,25,142,1,199,0.2,0.2,,1977,310,1,286,Kefar Rut,424,5290,203040,646390,35.0308781016993,31.9103428694773,223596000000
630,כפר שמאי,605,2,21,212,2,,1,425,0.4,0.4,,1949,310,2,634,Kefar Shammay,209,1230,243080,762440,35.4570973445997,32.9566837685116,-660016800000
631,כפר שמואל,743,4,43,432,30,143,1,837,0.8,0.8,,1950,310,6,107,Kefar Shemu'el,426,5220,193710,644170,34.9322975877734,31.8901496421233,-628480800000
632,כפר שמריהו,267,5,51,511,99,121,1,1799,1.8,1.7,,1937,350,,31,Kefar Shemaryahu,504,2360,183300,677030,34.8210323767989,32.1861926921242,-1038708000000
633,כפר תבור,47,2,22,222,99,,1,3400,3.4,3.3,,1901,190,,102,Kefar Tavor,251,1420,239740,732490,35.4207202043322,32.6866961392906,-2174782840000
634,כפר תפוח,3572,7,73,,72,,1,916,0.9,0.9,,1978,370,2,653,Kefar Tappuah,710,4164,223840,669440,35.2508882944797,32.1183194203988,255132000000
635,כרכום,1285,2,22,221,55,,1,581,0.6,0.6,,1988,370,13,96,Karkom,253,1220,257190,759490,35.6078828064512,32.9296886532905,570664800000
636,כרם בן זמרה,664,2,21,212,2,,1,439,0.4,0.4,,1949,310,2,822,Kerem Ben Zimra,209,1230,244040,771480,35.4676064973169,33.0381723684313,-660016800000
637,כרם בן שמן,88,4,43,432,25,142,1,78,0.1,0.1,,1958,350,,80,Kerem Ben Shemen,424,5280,193800,651730,34.9330487719202,31.9583285238794,-376020000000
638,כרם יבנה (ישיבה),1094,4,44,441,29,143,1,518,0.5,0.5,,1963,340,,50,Kerem Yavne(Yeshiva),456,3830,173810,636280,34.7223288948113,31.8183735169282,-218253600000
639,"כרם מהר""ל",580,3,32,322,15,243,1,710,0.7,0.7,,1949,310,1,93,Kerem Maharal,303,1181,199380,727990,34.990463268317,32.64612320184,-660016800000
640,כרם שלום,1085,6,62,622,38,,1,128,0.1,0.1,,1956,330,15,87,Kerem Shalom,653,3430,131780,571050,34.2842371809247,31.2277003401818,-439178400000
641,כרמי יוסף,1264,4,43,432,30,143,1,1677,1.7,1.7,,1984,350,,222,Karme Yosef,426,5220,192560,639460,34.9202724958977,31.8476474599927,444434400000
642,כרמי צור,3766,7,77,,76,,1,975,1,1,,1984,370,2,943,Karme Zur,714,4352,209580,612940,35.1003592036636,31.6087522486388,444434400000
643,כרמיאל,1139,2,24,242,0,,1,44715,43.6,37.5,,1964,160,,270,Karmi'el,208,1310,227620,757410,35.2917057035136,32.9115545628277,-186717600000
644,כרמייה,768,6,61,614,36,,1,599,0.6,0.6,,1950,330,15,29,Karmiyya,633,3840,156580,612720,34.5418700177331,31.6050925038203,-628480800000
645,כרמים,1198,6,62,623,41,341,1,289,0.3,0.3,,1980,330,15,402,Keramim,625,3481,192180,582390,34.9178373537225,31.3329490780469,318204000000
646,כרמל,3656,7,77,,78,,1,389,0.4,0.4,,1981,320,11,730,Karmel,715,4352,217570,593360,35.1845962055127,31.4322054509877,349826400000
647,לבון,1207,2,24,243,56,,1,610,0.6,0.6,,1980,350,,554,Lavon,205,1310,227090,760730,35.2860676318041,32.9414940273368,318204000000
648,לביא,585,2,22,222,3,,1,657,0.7,0.7,,1949,330,3,299,Lavi,206,1240,241710,743660,35.4419930089671,32.7873776402151,-660016800000
649,לבנים,1230,2,22,221,2,,1,406,0.4,0.4,,1982,310,1,-53,Livnim,209,1240,246610,752140,35.4945478311385,32.8637299469101,381362400000
650,להב,2023,6,62,623,41,341,1,458,0.5,0.4,,1952,330,15,455,Lahav,625,3481,187530,587570,34.8688133244533,31.3795483672455,-565408800000
651,להבות הבשן,380,2,21,211,1,,1,796,0.8,0.7,,1945,330,15,88,Lahavot HaBashan,253,1210,260780,782990,35.6473246592497,33.1414428459229,-786247200000
652,להבות חביבה,715,3,32,324,14,,1,888,0.9,0.9,,1949,330,15,42,Lahavot Haviva,351,1450,201090,700130,35.009232201857,32.3949309941599,-660016800000
653,להבים,1271,6,62,623,99,341,1,6282,6.2,6.1,,1985,180,,310,Lehavim,619,3485,182270,586500,34.8135588047131,31.3697416947433,476056800000
654,לוד,7000,4,43,432,0,133,4,71642,51.1,45.6,20.6,1948,150,,57,Lod,406,5280,189560,650960,34.8882230139269,31.9512808806714,-691639200000
655,לוזית,52,1,11,112,26,,1,549,0.5,0.5,,1955,310,1,189,Luzit,151,7004,189320,621580,34.886593286151,31.6863194333718,-470714400000
656,לוחמי הגיטאות,595,2,24,245,4,241,1,475,0.5,0.5,,1949,330,15,17,Lohame HaGeta'ot,201,1350,209470,763150,35.0976244592411,32.9632955541465,-660016800000
657,לוטם,1171,2,24,242,56,,1,623,0.6,0.6,,1978,330,15,315,Lotem,205,1360,233840,754160,35.3581452015137,32.8821859234812,255132000000
658,לוטן,1255,6,62,625,53,,1,154,0.2,0.1,,1983,330,15,127,Lotan,608,3460,208320,433330,35.0890317864667,29.9887006046948,412898400000
659,לימן,674,2,24,245,4,241,1,666,0.7,0.6,,1949,310,1,15,Liman,201,1350,210890,773870,35.1127127619461,33.0599659125539,-660016800000
660,לכיש,24,6,61,612,50,,1,712,0.7,0.7,,1955,310,1,247,Lakhish,634,3820,185070,607720,34.8422542076304,31.5612042040817,-470714400000
661,לפיד,1310,4,43,431,25,142,1,2524,2.5,2.5,,1996,190,,268,Lappid,424,5290,203200,647170,35.032556600293,31.9173793462436,823125600000
662,לפידות,1173,2,24,243,52,,1,121,0.1,0.1,,1978,310,1,471,Lappidot,255,1320,224820,762670,35.2618050245865,32.9589999857554,255132000000
663,לקיה,1060,6,62,623,99,341,2,10824,,,10.8,,270,,396,Laqye,653,3481,187350,581410,34.8671194287449,31.3239872509059,-2206318840000
664,מאור,2055,3,32,324,14,,1,1169,1.2,1.1,,1953,310,1,32,Ma'or,351,1450,200790,703410,35.0059789777974,32.4245032732253,-533786400000
665,מאיר שפיה,102,3,32,322,15,,1,302,0.3,0.2,,1923,340,,106,Me'ir Shefeya,303,1181,197570,721920,34.9713141848284,32.5913548329343,-1480557600000
666,מבוא ביתר,771,1,11,111,26,444,1,645,0.6,0.6,,1950,320,9,752,Mevo Betar,151,7004,210110,625470,35.1058251832507,31.7217591980014,-628480800000
667,מבוא דותן,3569,7,71,,72,,1,272,0.3,0.3,,1978,370,11,329,Mevo Dotan,710,4164,216740,702910,35.1755594186583,32.4201474686173,255132000000
668,מבוא חורון,3709,7,74,,73,,1,2274,2.3,2.3,,1970,192,8,249,Mevo Horon,711,4354,203560,639420,35.0364897514872,31.8474932021607,2671200000
669,מבוא חמה,4204,2,29,294,71,,1,320,0.3,0.3,,1968,330,15,350,Mevo Hamma,219,1270,261680,738040,35.6549105280638,32.7361178959283,-60487200000
670,מבוא מודיעים,1141,4,43,431,25,142,1,252,0.3,0.3,,1964,370,8,210,Mevo Modi'im,424,5290,198910,648970,34.9871597825941,31.9335425543652,-186717600000
671,מבואות ים,1318,4,41,411,16,141,1,457,0.4,0.4,,1954,340,,3,Mevo'ot Yam,409,5120,187820,701080,34.8681625646151,32.4032002203909,-502250400000
672,מבועים,1080,6,62,621,42,,1,1133,1.1,1.1,,1958,350,,170,Mabbu'im,653,3482,167190,595440,34.6545830696691,31.4497863768254,-376020000000
673,מבטחים,829,6,62,622,38,,1,390,0.4,0.4,,1950,310,1,130,Mivtahim,653,3430,143570,572360,34.407868142681,31.2403401038409,-628480800000
674,מבקיעים,573,6,61,614,36,,1,388,0.4,0.4,,1949,310,6,57,Mavqi'im,633,3840,159910,614590,34.5768453429571,31.6221335135456,-660016800000
675,מבשרת ציון,1015,1,11,111,99,444,1,24638,24.6,23.4,,1951,160,,717,Mevasseret Ziyyon,152,6129,214430,634120,35.1513606365018,31.7997957195068,-596944800000
676,מג'ד אל-כרום,516,2,24,242,99,,2,14249,,,14.2,,270,,242,Majd Al-Kurum,260,1310,224130,758470,35.254403840418,32.9211328331926,-2206318840000
677,מג'דל שמס,4201,2,29,291,99,,2,10340,,,10.3,,270,,1230,Majdal Shams,256,1270,272160,796760,35.7700831178355,33.2650988311645,-2206318840000
678,מגאר,481,2,22,222,99,,2,21122,,,21.1,,260,,148,Mughar,251,1240,238900,754730,35.4122292380155,32.8872473275784,-2206318840000
679,מגדים,689,3,32,321,15,223,1,1245,1.2,1.2,,1949,310,1,15,Megadim,303,1182,196420,737270,34.9586865769536,32.7297434927046,-660016800000
680,מגדל,65,2,22,221,99,,1,1795,1.8,1.7,,1910,350,,-85,Migdal,251,1240,247570,749220,35.5047156512333,32.8373768215656,-1890786040000
681,מגדל העמק,874,2,23,237,0,,1,24810,24.8,22.7,,1952,160,,212,Migdal HaEmeq,221,1440,223090,731500,35.2431795930608,32.6779496909066,-565408800000
682,מגדל עוז,3561,7,76,,76,445,1,505,0.5,0.5,,1977,330,3,939,Migdal Oz,714,4352,213570,616420,35.1423855678584,31.640164376402,223596000000
683,מגדל תפן,1722,2,24,243,99,,,,,,,,520,,,,255,1320,226170,764490,35.2762571793043,32.97540291356,-2206318840000
684,מגדלים,3751,7,72,,72,,1,150,0.1,0.1,,1983,370,11,779,Migdalim,710,4164,232460,666310,35.342185684287,32.0900268416368,412898400000
685,מגידו,586,2,23,234,13,,1,826,0.8,0.8,,1949,330,15,154,Megiddo,254,1420,217110,720640,35.1794489419473,32.580026458476,-660016800000
686,מגל,375,3,32,324,14,,1,1002,1,1,,1953,330,15,72,Maggal,351,1450,203380,699110,35.0335885670042,32.385768480772,-533786400000
687,מגן,695,6,62,622,38,,1,521,0.5,0.5,,1949,330,15,119,Magen,653,3430,145430,578930,34.4269050375804,31.2997097579872,-660016800000
688,מגן שאול,1155,2,23,234,8,,1,512,0.5,0.4,,1976,310,1,82,Magen Sha'ul,204,1420,229150,714100,35.3076102721768,32.5210133934389,191973600000
689,מגשימים,722,4,42,422,20,132,1,1032,1,1,,1949,310,10,50,Magshimim,417,5130,190610,661510,34.8990136144361,32.0464476139443,-660016800000
690,מדרך עוז,2029,2,23,234,13,,1,668,0.7,0.7,,1952,310,1,128,Midrakh Oz,254,1420,215150,722300,35.158566856587,32.5949892198747,-565408800000
691,מדרשת בן גוריון,1140,6,62,626,48,,1,1637,1.6,1.5,,1965,350,,473,Midreshet Ben Gurion,620,3450,179090,529180,34.782426055285,30.8526605023356,-155095200000
692,מדרשת רופין,897,4,41,411,16,141,1,217,0.2,0.2,,1948,340,,25,Midreshet Ruppin,409,5120,191920,694290,34.9119398352737,32.3420804970686,-691639200000
693,מודיעין-מכבים-רעות,1200,4,43,431,0,142,1,85426,85.4,83.8,,1986,150,,209,Modi'in-Makkabbim-Re'ut,420,5290,201300,644730,35.0125133250987,31.8953462364666,507592800000
